RESET_GYRO,,None, 
BALL_INTAKE_DOWN,,None, 
DEFENSE_DESTROYER_DOWN, , , 
DRIVE_SLOW,215,Inches, 
DEFENSE_DESTROYER_UP, , , 
BALL_INTAKE_UP,,None, 
WAIT,1.5,Seconds, 
ROTATE_TO,60,Degrees,
WAIT,1,Seconds, 
CAMERA_ALIGN, , , 
WAIT,2,Seconds, 
DRIVE_SLOW,168,Inches, 
BALL_OUT,168,None, 
WAIT,2, , 
STOP, ,None, 
